property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
STP-20250106-011,Strutt Parker,06 Jan 2025,,Sale,Let Agreed,"194 Church Road, Peckham, London SE15 8J6",Peckham,Southwark,SE15 8J6,Bungalow,Leasehold,1,2,614,2526000,4114.01,New Build,B,Gas Central,No,Yes,0,155,AGT-364,No,-0.143212,51.686973
STP-20250106-012,Strutt Parker,06 Jan 2025,,Sale,Withdrawn,"65 Station Road, Walthamstow, London E17 5K5",Walthamstow,Waltham Forest,E17 5K5,Bungalow,Leasehold,4,4,1245,2512000,2017.67,Fair,F,Electric,Yes,No,0,47,AGT-704,Yes,-0.272723,51.372403
STP-20250106-013,Strutt Parker,06 Jan 2025,,Sale,Let Agreed,"3 Park Lane, Tottenham, London N17 9D5",Tottenham,Haringey,N17 9D5,Detached,Shared Ownership,3,2,666,4156000,6240.24,Excellent,F,None,No,Yes,0,91,AGT-231,No,-0.399746,51.508512
STP-20250106-014,Strutt Parker,06 Jan 2025,,Rental,Let Agreed,"189 King Street, Peckham, London SE15 9G2",Peckham,Southwark,SE15 9G2,Maisonette,N/A,5,2,1756,2462,1.4,Excellent,F,Underfloor,Yes,Yes,12,106,AGT-683,Yes,-0.224777,51.317255
STP-20250106-015,Strutt Parker,06 Jan 2025,,Sale,Sold,"13 King Street, Fulham, London SW6 3H3",Fulham,Hammersmith and Fulham,SW6 3H3,Studio,Shared Ownership,3,2,1866,1280000,685.96,Excellent,B,None,Yes,Yes,4,130,AGT-345,No,0.168296,51.309855
STP-20250106-016,Strutt Parker,06 Jan 2025,,Rental,Under Offer,"223 Green Lane, Greenwich, London SE10 1M5",Greenwich,Greenwich,SE10 1M5,Studio,N/A,0,1,2206,1680,0.76,Excellent,B,Gas Central,No,Permit Only,15,97,AGT-103,No,-0.351447,51.681818
STP-20250106-017,Strutt Parker,06 Jan 2025,,Sale,Active,"88 Station Road, Bethnal Green, London E2 6C9",Bethnal Green,Tower Hamlets,E2 6C9,Semi-Detached,Leasehold,2,1,1127,1550000,1375.33,Good,G,Electric,Yes,Yes,0,66,AGT-229,No,-0.341121,51.323208
STP-20250106-018,Strutt Parker,06 Jan 2025,,Rental,Sold,"30 Victoria Road, Wimbledon, London SW19 7E1",Wimbledon,Merton,SW19 7E1,Terraced House,N/A,3,3,541,2766,5.11,Fair,A,Electric,Yes,Permit Only,0,161,AGT-445,Yes,0.31863,51.421463
STP-20250106-019,Strutt Parker,06 Jan 2025,2025-05-02,Sale,Let Agreed,"136 King Street, Wimbledon, London SW19 3F6",Wimbledon,Merton,SW19 3F6,Terraced House,Freehold,5,4,1530,1710000,1117.65,Fair,G,None,No,No,0,116,AGT-875,No,0.272893,51.504989
STP-20250106-020,Strutt Parker,06 Jan 2025,2025-02-05,Sale,Under Offer,"51 Station Road, Shoreditch, London E1 3F1",Shoreditch,Hackney,E1 3F1,Studio,Shared Ownership,5,4,1534,1006000,655.8,Good,G,None,Yes,Yes,2,30,AGT-387,Yes,-0.360043,51.545281
STP-20250106-021,Strutt Parker,06 Jan 2025,,Rental,Withdrawn,"211 High Street, Croydon, London CR0 5E4",Croydon,Croydon,CR0 5E4,Penthouse,N/A,2,3,2759,5846,2.12,Needs Renovation,D,None,No,Permit Only,9,156,AGT-215,No,0.070248,51.570942
STP-20250106-022,Strutt Parker,06 Jan 2025,2025-03-01,Sale,Withdrawn,"83 London Road, Richmond, London TW9 7J2",Richmond,Richmond upon Thames,TW9 7J2,Maisonette,Shared Ownership,1,2,2256,-1423000,630.76,Fair,B,Electric,Yes,Yes,9,54,AGT-388,Yes,-0.279499,51.453377
