property_id,source_agency,feed_date,sold_let_date,transaction_type,listing_status,address,area,borough,postcode,property_type,tenure,bedrooms,bathrooms,sqft,price,price_per_sqft,condition,epc_rating,heating_type,garden,parking,floor_level,days_on_market,agent_id,is_chain_free,longitude,latitude
CSH-20250107-011,Cushman Wakefield,2025-01-07,2025-02-23,Rental,Under Offer,"190 Grove Road, Wimbledon, London SW19 5J3",Wimbledon,Merton,SW19 5J3,Studio,N/A,2,3,2373,1458,0.61,New Build,A,Heat Pump,No,No,4,47,AGT-327,No,-0.479274,51.592535
CSH-20250107-012,Cushman Wakefield,2025-01-07,,Rental,Withdrawn,"221 Victoria Road, Richmond, London TW9 4C2",Richmond,Richmond upon Thames,TW9 4C2,Studio,N/A,1,1,2124,1366,0.64,Excellent,A,None,No,No,14,160,AGT-330,No,-0.340443,51.489242
CSH-20250107-013,Cushman Wakefield,2025-01-07,2025-02-17,Rental,Under Offer,"141 Park Lane, Bethnal Green, London E2 8J9",Bethnal Green,Tower Hamlets,E2 8J9,Studio,N/A,2,3,1384,1651,1.19,Fair,D,Underfloor,No,Permit Only,14,41,AGT-900,Yes,0.16738,51.463612
CSH-20250107-014,Cushman Wakefield,2025-01-07,2025-04-18,Rental,Under Offer,"149 Church Road, Croydon, London CR0 5B1",Croydon,Croydon,CR0 5B1,Flat,N/A,2,3,1769,2481,1.4,Needs Renovation,C,None,Yes,Permit Only,3,101,AGT-592,Yes,0.121341,51.509927
CSH-20250107-015,Cushman Wakefield,2025-01-07,2025-02-11,Rental,Withdrawn,"1 Church Road, Hackney, London E8 9P8",Hackney,Hackney,E8 9P8,Penthouse,N/A,5,1,2660,7403,2.78,New Build,F,Gas Central,No,Yes,0,35,AGT-732,No,-0.035696,51.641625
CSH-20250107-016,Cushman Wakefield,2025-01-07,2025-06-07,Rental,Let Agreed,"127 The Avenue, Richmond, London TW9 2B8",Richmond,Richmond upon Thames,TW9 2B8,Penthouse,N/A,2,1,2306,7914,3.43,Excellent,G,Underfloor,No,Permit Only,20,151,AGT-670,Yes,0.154602,51.634909
CSH-20250107-017,Cushman Wakefield,2025-01-07,2025-06-08,Sale,Active,"227 Grove Road, Hackney, London E8 1H8",Hackney,Hackney,E8 1H8,Bungalow,Leasehold,2,3,1199,1345000,1121.77,Needs Renovation,E,Electric,Yes,Permit Only,0,152,AGT-862,No,0.115313,51.425921
CSH-20250107-018,Cushman Wakefield,2025-01-07,2025-03-01,Rental,Withdrawn,"198 Grove Road, Battersea, London SW11 1D3",Battersea,Wandsworth,SW11 1D3,Detached,N/A,3,2,750,6399,8.53,Needs Renovation,D,None,Yes,Yes,0,53,AGT-924,Yes,-0.126104,51.366355
CSH-20250107-019,Cushman Wakefield,2025-01-07,2025-03-16,Sale,Under Offer,"180 London Road, Bermondsey, London SE1 4D3",Bermondsey,Southwark,SE1 4D3,Flat,Freehold,2,3,2388,1678000,702.68,Excellent,A,Underfloor,No,Yes,2,68,AGT-626,Yes,-0.170839,51.412685
CSH-20250107-020,Cushman Wakefield,2025-01-07,,Rental,Under Offer,"121 The Avenue, Canary Wharf, London E14 9L8",Canary Wharf,Tower Hamlets,E14 9L8,Bungalow,N/A,3,2,2508,3170,1.26,New Build,G,Electric,Yes,Permit Only,0,39,AGT-474,No,-0.162704,51.294229
CSH-20250107-021,Cushman Wakefield,2025-01-07,2025-05-08,Sale,Active,"82 The Avenue, Tottenham, London N17 2A5",Tottenham,Haringey,N17 2A5,Terraced House,Shared Ownership,1,1,2128,-2455000,1153.67,Excellent,B,Gas Central,No,No,0,121,AGT-303,No,-0.506709,51.400243
